Id หลัก,Facter ID,ประเภทการคิด,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ KPI,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-419,จำนวนครั้งที่พบ เนื้อสัตว์ -ผักสด เน่าเสีย จนก่อให้เกิดอุบัติการณ์ผู้ป่วยติดเชื้อทางเดินอาหาร,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-420,จำนวนครั้งที่พบการใช้วัตถุดิบผิดเมนู ต้องสั่งซื้อวัตถุดิบเพิ่มก่อให้เกิดต้นทุนสูง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-420,"จำนวนครั้งตรวจพบวัตถุดิบด้อยคุณภาพ มีจำนวนไม่ครบ
ถ้วนหลังการตรวจรับ",25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-420,จำนวนครั้งที่พบหั่นชิ้นวัตถุดิบไม่สวยงาม  ปริมาณ ไม่สอดคล้องกับยอดอาหารผู้ป่วย   ไม่ครบถ้วน ตามเมนูกำหนด ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-420,จำนวนครั้งที่พบการจัดเก็บเนื้อสัตว์  ล่าช้าหลัง 11 โมง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-421,จำนวนครั้งที่พบการใช้วัตถุดิบผิดเมนู ต้องสั่งซื้อวัตถุดิบเพิ่มก่อให้เกิดต้นทุนสูง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-421,"จำนวนครั้งตรวจพบวัตถุดิบด้อยคุณภาพ มีจำนวนไม่ครบ
ถ้วนหลังการตรวจรับ",25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-421,จำนวนครั้งที่พบหั่นชิ้นวัตถุดิบไม่สวยงาม  ปริมาณ ไม่สอดคล้องกับยอดอาหารผู้ป่วย   ไม่ครบถ้วน ตามเมนูกำหนด ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-421,จำนวนครั้งที่พบการจัดเก็บเนื้อสัตว์  ล่าช้าหลัง 11 โมง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-422,จำนวนรายที่เกิดความผิดพลาดในการคิดค่าใช้จ่ายและคำนวณสิทธิเบิก,25,1,8,7 - 6,5 - 4,3 - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-422,จำนวนครั้งที่มีการส่งรายได้ประจำวันไม่ถูกต้อง,25,1,8,7 - 6,5 - 4,3 - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-422,จำนวนครั้งที่คีย์ DF ผิดคน/ไม่ระบุชื่อแพทย์,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-422,จำนวนข้อร้องเรียนพฤติกรรมบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-423,จำนวนรายที่เกิดความผิดพลาดในการคิดค่าใช้จ่ายและคำนวณสิทธิเบิก,25,1,8,7 - 6,5 - 4,3 - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-423,จำนวนครั้งที่มีการส่งรายได้ประจำวันไม่ถูกต้อง,25,1,8,7 - 6,5 - 4,3 - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-423,จำนวนครั้งที่คีย์ DF ผิดคน/ไม่ระบุชื่อแพทย์,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-423,จำนวนข้อร้องเรียนพฤติกรรมบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-424,จำนวนรายที่เกิดความผิดพลาดในการคิดค่าใช้จ่ายและคำนวณสิทธิเบิก,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-424,จำนวนครั้งที่มีการส่งรายได้ประจำวันไม่ถูกต้อง,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-424,จำนวนครั้งที่คีย์ DF ผิดคน/ไม่ระบุชื่อแพทย์,25,3,10,9 - 8,7 - 6,5 - 4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-424,จำนวนข้อร้องเรียนพฤติกรรมบริการ,25,1,8,7 - 6,5 - 4,3 - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-425,จำนวนรายที่เกิดความผิดพลาดในการคิดค่าใช้จ่ายและคำนวณสิทธิเบิก,25,3,10,9 - 8,7 - 6,5 - 4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-425,จำนวนครั้งที่มีการส่งรายได้ประจำวันไม่ถูกต้อง,25,3,10,9 - 8,7 - 6,5 - 4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-425,จำนวนครั้งที่คีย์ DF ผิดคน/ไม่ระบุชื่อแพทย์,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-425,จำนวนข้อร้องเรียนพฤติกรรมบริการ,25,1,8,7 - 6,5 - 4,3 - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-426,จำนวนรายที่เกิดความผิดพลาดในการคิดค่าใช้จ่ายและคำนวณสิทธิเบิก,25,6,13,12 - 11,10 - 9,8 - 7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-426,จำนวนครั้งที่มีการส่งรายได้ประจำวันไม่ถูกต้อง,25,6,13,12 - 11,10 - 9,8 - 7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-426,จำนวนครั้งที่คีย์ DF ผิดคน/ไม่ระบุชื่อแพทย์,25,5,12,11 - 10,9 - 8,7 - 6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-426,จำนวนข้อร้องเรียนพฤติกรรมบริการ,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-427,อัตราการเกิดอุบัติเหตุของมีคมทิ่มตำและสัมผัสเลือดหรือสารคัดหลั่งจากการปฏิบัติงานของบุคลากรทางการแพทย์,14,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-427,อัตราการได้รับรายงานเมื่อพนักงานเกิดเจ็บป่วยด้วยโรคติดต่อ,14,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-427,อัตราการล้างมือ,14,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-427,บุคลากรกลุ่มเสี่ยงได้รับภูมิคุ้มกันโรคไข้หวัดใหญ่,14,95,79,80 - 84,85 - 89,90 - 94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-427,อัตราการปฏิบัติตามแผนการจัดการผู้ป่วยตามแผนฉุกเฉินของIC ที่กำหนด,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-427,สรุป-ส่ง รายงานการประชุมฝ่าย QMD เสร็จตามระยะเวลาที่กำหนดได้ ทุกเดือน,14,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-427,จำนวนครั้งสื่อสารประเด็นความรู้เกี่ยวกับโรคที่สำคัญทาง IC ,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-428,อัตราการเกิดอุบัติเหตุของมีคมทิ่มตำและสัมผัสเลือดหรือสารคัดหลั่งจากการปฏิบัติงานของบุคลากรทางการแพทย์,14,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-428,อัตราการได้รับรายงานเมื่อพนักงานเกิดเจ็บป่วยด้วยโรคติดต่อ,14,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-428,อัตราการล้างมือ,14,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-428,บุคลากรกลุ่มเสี่ยงได้รับภูมิคุ้มกันโรคไข้หวัดใหญ่,14,95,79,80 - 84,85 - 89,90 - 94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-428,อัตราการปฏิบัติตามแผนการจัดการผู้ป่วยตามแผนฉุกเฉินของIC ที่กำหนด,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-428,สรุป-ส่ง รายงานการประชุมฝ่าย QMD เสร็จตามระยะเวลาที่กำหนดได้ ทุกเดือน,14,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-428,จำนวนครั้งสื่อสารประเด็นความรู้เกี่ยวกับโรคที่สำคัญทาง IC ,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-429,อัตราการเกิดอุบัติเหตุของมีคมทิ่มตำและสัมผัสเลือดหรือสารคัดหลั่งจากการปฏิบัติงานของบุคลากรทางการแพทย์,14,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-429,อัตราการได้รับรายงานเมื่อพนักงานเกิดเจ็บป่วยด้วยโรคติดต่อ,14,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-429,อัตราการล้างมือ,14,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-429,บุคลากรกลุ่มเสี่ยงได้รับภูมิคุ้มกันโรคไข้หวัดใหญ่,14,95,79,80 - 84,85 - 89,90 - 94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-429,อัตราการปฏิบัติตามแผนการจัดการผู้ป่วยตามแผนฉุกเฉินของIC ที่กำหนด,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-429,สรุป-ส่ง รายงานการประชุมฝ่าย QMD เสร็จตามระยะเวลาที่กำหนดได้ ทุกเดือน,14,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-429,จำนวนครั้งสื่อสารประเด็นความรู้เกี่ยวกับโรคที่สำคัญทาง IC ,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-430,อัตราการเกิดอุบัติเหตุของมีคมทิ่มตำและสัมผัสเลือดหรือสารคัดหลั่งจากการปฏิบัติงานของบุคลากรทางการแพทย์,14,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-430,อัตราการได้รับรายงานเมื่อพนักงานเกิดเจ็บป่วยด้วยโรคติดต่อ,14,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-430,อัตราการล้างมือ,14,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-430,บุคลากรกลุ่มเสี่ยงได้รับภูมิคุ้มกันโรคไข้หวัดใหญ่,14,95,79,80 - 84,85 - 89,90 - 94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-430,อัตราการปฏิบัติตามแผนการจัดการผู้ป่วยตามแผนฉุกเฉินของIC ที่กำหนด,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-430,สรุป-ส่ง รายงานการประชุมฝ่าย QMD เสร็จตามระยะเวลาที่กำหนดได้ ทุกเดือน,14,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-430,จำนวนครั้งสื่อสารประเด็นความรู้เกี่ยวกับโรคที่สำคัญทาง IC ,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
